"no","answer","question","option1","option2","option3","option4"
"800","3","依本行「逾期放款催收款及呆帳處理權限準則」之規定，對於授信時或轉銷呆帳時，屬銀行法第33條規定金額以上之案件，審議核准後應經多少比例以上之董事出席及出席董事多少比例以上同意後始得辦理？","(1)1/2、1/2","(2)2/3、2/3","(3)2/3、3/4","(4)3/4、3/4"
"801","4","逕行核定催收單位尚未接管之分行企業金融逾期放款案件，自逾期日起至催收單位接管前違約金之減免，係屬下列何者之個人授權事項？","(1)區營運處處長","(2)區營運處作業資訊組組長","(3)債權管理處處長","(4)國內分行經理"
"802","1","有關逾期案件移交時點之規定，下列敘述何者正確？","(1)就逾期案件如有主張加速到期之必要時，該案件即視為符合提前移交標準，分行應將該案件移交催收單位","(2)暫緩移交之期限，自逾期屆滿3個月之次月起算，最長以1個月為限","(3)案件已轉列催收款項者，分行得申請暫緩移交","(4)逾期案件應自逾期日起算屆滿2個月之月底前，由分行通知所屬催收單位接管案件"
"803","1","保證款項案件應於本行以「應收帳款—保證款項墊付款」墊付後多久期間內，依自行轉列催收款項作業程序辦理轉入「催收款項」項目？","(1)1個月內","(2)2個月內","(3)3個月內","(4)20日內"
"804","3","催收單位已接管之案件，若債務人逕至分行臨櫃繳款或入戶匯款，而非存入NPL控管專戶時，應如何處理？","(1)由分行逕行沖償該戶催收款，毋庸通知接管單位","(2)由分行放款作業專員逕行製作收回指示單並通知接管單位","(3)分行放款作業專員應通知該當催收法務人員(LO)，由LO於e-Loan系統辦理收回指示單作業，俾憑以辦理帳務處理事宜","(4)無論何種案件，一律將該款項直接請轉至NPL控管專戶"
"805","4","參照民法抵銷相關規定，下列何者非屬「抵銷」之要件？","(1)雙方互負給付義務","(2)種類相同之債務","(3)均屆清償期","(4)應得相對人同意"
"806","4","逾期放款債務人自行清償款項要求本行開立利息收據時，本行可以發給利息收據之情形，下列敘述何者正確？","(1)因債務人要求發給利息收據，故無論催收款或呆帳帳面餘額是否已收清，應一律作利息收入入帳","(2)因呆帳收回與利息收入同屬本行盈餘，故沖償呆帳帳面餘額均可發給","(3)沖償催收帳面記帳息可以發給","(4)催收款項尚未收清，惟經申請核准以利息收入入帳者可以發給"
"807","1","對於「抵銷」之敘述，下列何者錯誤？","(1)對支票存款戶內之存款辦理抵銷時，得以電話通知","(2)係屬有相對人之單方行為，應以意思表示向他方為之","(3)即當事人雙方互負給付種類相同之債務均屆清償期，各得以其債務與他方之債務，按相等金額同歸消滅","(4)抵銷之效力溯及於最初得為抵銷時"
"808","1","信用卡戶應自逾期日起算屆滿幾個月時，由分行通知所屬催收單位接管案件？催收法務人員於接管案件後，應於何時將案件申請轉列催收款項？","(1)3個月，次月月底前","(2)3個月，次月5日前","(3)6個月，當月月底前","(4)6個月，次月5日前"
"809","2","本金到期未清償及本金雖未到期但未依約繳付利息之企金戶案件，應分別自逾期日起算多久內適時抵銷借保戶於本行所有存款？","(1)1個月、4個月","(2)1個月、3個月","(3)2個月、4個月","(4)2個月、3個月"
"810","1","有關抵銷債務人存款之敘述，下列何者錯誤？","(1)存款如係債務人依法所領取之社會福利津貼，亦得抵銷","(2)通知之方法以口頭、電話或書面均可","(3)為舉證方便，實務上多以使用存證信函之方式辦理","(4)抵銷支票存款戶內之存款時，應先終止支票存款往來契約後再行使抵銷之主張"
"811","1","有關信保基金案件移交催收單位時，分行無庸清查列印何者之存款及放款明細帳一併移交？","(1)有利害關係之第三人","(2)關係企業","(3)負責人配偶","(4)借保戶"
"812","4","對下列何種存款辦理抵銷時，應先終止存款往來契約？","(1)活期存款","(2)活期儲蓄存款","(3)行員儲蓄存款","(4)支票存款"
"813","3","依財政部及金管會相關規定，逾期放款申報表將逾期放款分為甲類及乙類，請問下列何者屬甲類？","(1)本金到期二個月尚未清償","(2)本金尚未到期但利息三個月未繳","(3)本金到期超過三個月未清償","(4)分期償還放款未按期攤還三個月"
"814","4","依財政部及金管會相關規定，逾期放款申報表將逾期放款分為甲類及乙類，請問下列何者屬乙類？","(1)本金尚未到期但利息未繳超過六個月","(2)本金到期超過三個月未清償","(3)本金尚未到期但利息未繳二個月","(4)本金尚未到期但利息未繳五個月"
"815","3","本行墊付款項，若為給付建築師、律師或代書等執行業務所得且為開立收據者，應依規代扣稅款並填發扣(免)繳憑單，扣繳義務人每次應扣繳稅額不超過多少金額者，免予扣繳？","(1)新臺幣1千元","(2)新臺幣3千元","(3)新臺幣2千元","(4)新臺幣5千元"
"816","1","逾期放款辦理協議分期償還符合一定條件者，得免予列報逾期放款，所稱一定條件，下列敘述何者錯誤？","(1)若中長期放款已無殘餘年限，則不得辦理分期償還","(2)若原係中長期放款則協議期限以原殘餘年限之二倍為限惟最長不得超過三十年","(3)若原係短期放款則協議期限最長以五年為限","(4)若中長期放款已無殘餘年限，則分期償還期限得延長為五年"
"817","2","A君於本行借有無擔保放款新臺幣1千2百萬元，如該戶本金雖未到期而未依約繳息，且經分行判斷屬習慣性延滯戶，則下列填報速報單之時點何者正確？","(1)超逾預定繳息日之第30日","(2)超逾預定繳息日之第8天加計7天內","(3)不須填報速報單","(4)超逾預定繳息日之第20日"
"818","4","在催收款帳面尚有餘額未收清之情形下，擬就收回款項逕先列利息收入，下列敘述何者錯誤？","(1)事先申請債權管理處核准","(2)債權管理處應會辦財務管理處","(3)操作L8100交易","(4)操作A2000交易"
"819","3","有關逾期放款案件e-Loan擔保品管理系統之更新及維護作業，下列敘述何者正確？","(1)催收單位尚未接管者，分行放款作業專員應俟各筆借款均轉列催收款項後始辦理不良債權重新鑑估作業","(2)本行撤回擔保品強制執行時，應自最後一次拍賣日起算於屆滿三年時由該管人員辦理不良債權重新鑑估作業","(3)授信戶已全數轉銷呆帳者，即無須辦理擔保品重新鑑估","(4)同一擔保品編號之不動產全部進入法拍程序且已有法院拍賣底價者，應由催收法務人員通知分行辦理不良債權重新鑑估"
"820","1","有關借保戶死亡後之繼承方式，下列敘述何者正確？","(1)繼承人僅以所得遺產為限，就被繼承人之債務負清償責任","(2)繼承人對於繼承開始後，始發生代負履行責任之保證契約債務，應負所有清償責任","(3)繼承人欲為限定繼承者，應於知悉其得繼承之時起三個月內呈報法院","(4)繼承人對於被繼承人之債務，應負全部清償責任"
"821","4","分行企金AO/個金AO對貸放後多久期間內即發生逾期違約之案件應探究原因，對於逾期違約漠不關心，甚至意圖使本行處分現金、約當現金或易於變現之資產等擔保品之逾期放款案件，應落實防制洗錢及打擊資恐措施？","(1)1個月","(2)2年","(3)6個月","(4)1年"
"822","3","分行企金AO/個金AO對貸放後一年內即發生逾期違約之案件應探究原因，對於下列何種情境之逾期放款案件，應落實防制洗錢及打擊資恐措施？","(1)授信申請程序中未能及時辦理展期者","(2)習慣性延滯繳款者","(3)借保戶對逾期違約漠不關心，甚至意圖使本行處分現金、約當現金或易於變現之資產等擔保品者","(4)借保戶對逾期違約漠不關心，甚至意圖使本行處分不動產擔保品者"
"823","4","逾期3天以上40天以下未繳足「最低應繳金額」，且非屬商務卡之信用卡案件，由下列何單位辦理電話催繳事宜？","(1)營業單位","(2)分行個金AO","(3)分行企金AO","(4)數位金融處客戶服務中心"
"824","1","營業單位對已超過1個月以上，仍無法與債務人取得聯繫或仍未減少信用卡逾期帳款之案件，經「營業單位催收小組」會議討論，並依「信用卡約定條款」停用信用卡後，方得以簡復函檢附「營業單位催收小組會議紀錄」（影本即可）及何項系統列印文件，通知催收單位並提前移交催收單位？","(1)核心帳務系統【B0905信用卡卡片資料查詢】列印文件","(2)CyberCard系統資料列印文件","(3)eLoan系統列印文件","(4)核心帳務系統【L0105放款帳戶資料一覽表】列印文件"
"825","1","營業單位對已超過1個月以上，仍無法與債務人取得聯繫或仍未減少信用卡逾期帳款之案件，經「營業單位催收小組」會議討論，並依「信用卡約定條款」停用信用卡後，方得以簡復函檢附「營業單位催收小組會議紀錄」（影本即可）及相關文件，通知催收單位於通知日起幾個營業日內，將案件提前移交催收單位辦理？","(1)10","(2)13","(3)15","(4)20"
"826","2","本行授信戶未逾期但本行擔保品已遭他人強制執行且拍定時，應辦理何種移交？","(1)毋庸辦理移交","(2)提前移交","(3)屆期移交","(4)暫緩移交"
"827","2","授信戶未逾期但本行擔保品已遭他人強制執行時，分行應將法院文書轉交何處，以利具狀聲明參與分配?","(1)風險管理處","(2)催收單位","(3)授信管理處","(4)區營運處作業組"
"828","4","各分行就逾期案件移交催收單位時，企金AO/個金AO應於本行防制洗錢及打擊資恐系統之客戶資料系統(AML-CDD系統)，查詢借保戶之客戶資料，並擷取3種欄位資料完整列印，經分行負責人核章後，列入「逾期放款案件移交清單」一併移交。上述3種欄位資料，不包含何者?","(1)身份識別資料","(2)關聯方資料","(3)風險評級資料","(4)聯絡資料及帳戶資料"
"829","1","為強化風險預警作為及落實KYC政策，以儘早控管降低損失，由何者擔任逾期放款案件初步催討工作之人員?","(1)分行企金AO/個金AO","(2)分行作業主管","(3)債權管理處管制法務專員","(4)債權管理處追償法務專員"
"830","1","本行代墊保險費時，放款作業專員應操作何種交易?並登錄於「其他應收款－代墊延滯戶保險費」1178-220項子目項下(非延滯戶不得以本項子目墊付)後憑以付款，並將保險單正本寄送催收法務人員。","(1)G4000訴追案件登錄及銷帳交易","(2)A0024項子目餘額查詢交易","(3)Z8200催收款項轉列呆帳登錄交易","(4)B8000案件繫屬分行端媒體檔案上下傳交易"
